Variety,Card Number,Player/Athlete,Team,Rookie
Double Rip Cards,DRIP-MS,Mickey Mantle / Juan Soto,New York Yankees,
Double Rip Cards,DRIP-MT,Willie Mays / Mike Trout,San Francisco Giants,
Double Rip Cards,DRIP-MT,Willie Mays / Mike Trout,Los Angeles Angels,
Double Rip Cards,DRIP-OB,Mookie Betts / Shohei Ohtani,Los Angeles Dodgers,
Double Rip Cards,DRIP-OD,David Ortiz / Rafael Devers,Boston Red Sox,
Double Rip Cards,DRIP-PA,Mike Piazza / Pete Alonso,New York Mets,
Double Rip Cards,DRIP-PH,Torii Hunter / Kirby Puckett,Minnesota Twins,
Double Rip Cards,DRIP-RB,José Ramírez / Shane Bieber,Cleveland Guardians,
Double Rip Cards,DRIP-RC,Roy Campanella / Jackie Robinson,Brooklyn Dodgers,
Double Rip Cards,DRIP-RG,Babe Ruth / Lou Gehrig,New York Yankees,
Double Rip Cards,DRIP-RH,Adley Rutschman / Gunnar Henderson,Baltimore Orioles,
Double Rip Cards,DRIP-RT,Mike Trout / Nolan Ryan,Los Angeles Angels,
Double Rip Cards,DRIP-SB,Ernie Banks / Dansby Swanson,Chicago Cubs,
Double Rip Cards,DRIP-SD,Max Scherzer / Jacob DeGrom,Texas Rangers,
Double Rip Cards,DRIP-SH,Bryce Harper / Mike Schmidt,Philadelphia Phillies,
Double Rip Cards,DRIP-SM,Willie Stargell / Andrew McCutchen,Pittsburgh Pirates,
Double Rip Cards,DRIP-SR,Aramis Ramirez / Sammy Sosa,Chicago Cubs,
Double Rip Cards,DRIP-TH,Mike Trout / Bryce Harper,Los Angeles Angels,
Double Rip Cards,DRIP-TH,Mike Trout / Bryce Harper,Philadelphia Phillies,
Double Rip Cards,DRIP-TM,Manny Machado / Fernando Tatis Jr.,San Diego Padres,
Double Rip Cards,DRIP-TR,Frank Thomas / Luis Robert Jr.,Chicago White Sox,
Double Rip Cards,DRIP-WB,Kris Bryant / Larry Walker,Colorado Rockies,
Double Rip Cards,DRIP-WL,George Washington / Abraham Lincoln,,
Double Rip Cards,DRIP-WO,Ted Williams / David Ortiz,Boston Red Sox,
Double Rip Cards,DRIP-WP,Salvador Perez / Bobby Witt Jr.,Kansas City Royals,
Double Rip Cards,DRIP-YO,Yoshinobu Yamamoto / Shohei Ohtani,Los Angeles Dodgers,
Dual Autographed Relic Books,DARBC-AA,Ozzie Albies / Ronald Acuña Jr.,Atlanta Braves,
Dual Autographed Relic Books,DARBC-AD,Yandy Díaz / Randy Arozarena,Tampa Bay Rays,
Dual Autographed Relic Books,DARBC-AS,Luis Arraez / Jorge Soler,Miami Marlins,
Dual Autographed Relic Books,DARBC-BB,Craig Biggio / Jeff Bagwell,Houston Astros,
Dual Autographed Relic Books,DARBC-BG,Cody Bellinger / Mark Grace,Chicago Cubs,
Dual Autographed Relic Books,DARBC-BR,José Ramírez / Shane Bieber,Cleveland Guardians,
Dual Autographed Relic Books,DARBC-BV,Johnny Bench / Joey Votto,Cincinnati Reds,
Dual Autographed Relic Books,DARBC-BW,Bobby Witt Jr. / George Brett,Kansas City Royals,
Dual Autographed Relic Books,DARBC-CG,Corbin Carroll / Zac Gallen,Arizona Diamondbacks,
Dual Autographed Relic Books,DARBC-CL,Royce Lewis / Carlos Correa,Minnesota Twins,
Dual Autographed Relic Books,DARBC-CP,Buster Posey / Will Clark,San Francisco Giants,
Dual Autographed Relic Books,DARBC-FD,Eric Davis / George Foster,Cincinnati Reds,
Dual Autographed Relic Books,DARBC-GD,Andre Dawson / Vladimir Guerrero,Montréal Expos,
Dual Autographed Relic Books,DARBC-GG,Vladimir Guerrero Jr. / Vladimir Guerrero,Toronto Blue Jays,
Dual Autographed Relic Books,DARBC-GG,Vladimir Guerrero Jr. / Vladimir Guerrero,Montréal Expos,
Dual Autographed Relic Books,DARBC-GR,Ken Griffey Jr. / Julio Rodríguez,Seattle Mariners,
Dual Autographed Relic Books,DARBC-HC,Ke'Bryan Hayes / Oneil Cruz,Pittsburgh Pirates,
Dual Autographed Relic Books,DARBC-HR,Gunnar Henderson / Cal Ripken Jr.,Baltimore Orioles,
Dual Autographed Relic Books,DARBC-JH,Randy Johnson / Félix Hernández,Seattle Mariners,
Dual Autographed Relic Books,DARBC-JJ,Derek Jeter / Aaron Judge,New York Yankees,
Dual Autographed Relic Books,DARBC-JR,Derek Jeter / Mariano Rivera,New York Yankees,
Dual Autographed Relic Books,DARBC-MG,Mark Grace / Fred McGriff,Chicago Cubs,
Dual Autographed Relic Books,DARBC-MH,Joe Mauer / Torii Hunter,Minnesota Twins,
Dual Autographed Relic Books,DARBC-MI,Ichiro / Hideki Matsui,New York Yankees,
Dual Autographed Relic Books,DARBC-MJ,Fergie Jenkins / Greg Maddux,Chicago Cubs,
Dual Autographed Relic Books,DARBC-MS,Juan Soto / Manny Machado,San Diego Padres,
Dual Autographed Relic Books,DARBC-MT,Don Mattingly / Mark Teixeira,New York Yankees,
Dual Autographed Relic Books,DARBC-OI,Ichiro / Shohei Ohtani,Seattle Mariners,
Dual Autographed Relic Books,DARBC-OI,Ichiro / Shohei Ohtani,Los Angeles Angels,
Dual Autographed Relic Books,DARBC-PA,Mike Piazza / Pete Alonso,New York Mets,
Dual Autographed Relic Books,DARBC-RH,Gunnar Henderson / Adley Rutschman,Baltimore Orioles,
Dual Autographed Relic Books,DARBC-RJ,Austin Riley / Chipper Jones,Atlanta Braves,
Dual Autographed Relic Books,DARBC-RS,Alex Rodriguez / Corey Seager,Texas Rangers,
Dual Autographed Relic Books,DARBC-SB,Lou Brock / Ron Santo,Chicago Cubs,
Dual Autographed Relic Books,DARBC-SD,Sammy Sosa / Andre Dawson,Chicago Cubs,
Dual Autographed Relic Books,DARBC-SG,Tom Glavine / John Smoltz,Atlanta Braves,
Dual Autographed Relic Books,DARBC-SH,Dansby Swanson / Nico Hoerner,Chicago Cubs,
Dual Autographed Relic Books,DARBC-SHE,Gary Sheffield / Torii Hunter,Detroit Tigers,
Dual Autographed Relic Books,DARBC-SW,Justin Steele / Kerry Wood,Chicago Cubs,
Dual Autographed Relic Books,DARBC-TG,Spencer Torkelson / Riley Greene,Detroit Tigers,
Dual Autographed Relic Books,DARBC-TO,Shohei Ohtani / Mike Trout,Los Angeles Angels,
Dual Autographed Relic Books,DARBC-TR,Frank Thomas / Luis Robert Jr.,Chicago White Sox,
Dual Autographed Relic Books,DARBC-TS,Juan Soto / Fernando Tatis Jr.,San Diego Padres,
Dual Autographed Relic Books,DARBC-VW,Austin Wells / Anthony Volpe,New York Yankees,
Dual Autographed Relic Books,DARBC-WA,Pete Alonso / David Wright,New York Mets,
Dual Autographed Relic Books,DARBC-WB,Kris Bryant / Larry Walker,Colorado Rockies,
Dual Autographed Relic Books,DARBC-YY,Christian Yelich / Robin Yount,Milwaukee Brewers,
Dual Autographs,DAC-BB,Eric Shellhouse / Liam Holland,,
Dual Autographs,DAC-TS,Dansby Swanson / Mallory Swanson,Chicago Cubs,
Flags of the World Mini,FOTW-1,United States,,
Flags of the World Mini,FOTW-2,Canada,,
Flags of the World Mini,FOTW-3,Mexico,,
Flags of the World Mini,FOTW-4,Costa Rica,,
Flags of the World Mini,FOTW-5,Tanzania,,
Flags of the World Mini,FOTW-6,China,,
Flags of the World Mini,FOTW-7,Kenya,,
Flags of the World Mini,FOTW-8,Japan,,
Flags of the World Mini,FOTW-9,Australia,,
Flags of the World Mini,FOTW-10,United Kingdom,,
Flags of the World Mini,FOTW-11,France,,
Flags of the World Mini,FOTW-12,Germany,,
Flags of the World Mini,FOTW-13,Bahamas,,
Flags of the World Mini,FOTW-14,Poland,,
Flags of the World Mini,FOTW-15,South Korea,,
Flags of the World Mini,FOTW-16,Vietnam,,
Flags of the World Mini,FOTW-17,Egypt,,
Flags of the World Mini,FOTW-18,South Africa,,
Flags of the World Mini,FOTW-19,Mozambique,,
Flags of the World Mini,FOTW-20,Thailand,,
Flags of the World Mini,FOTW-21,Austria,,
Flags of the World Mini,FOTW-22,Czechia,,
Flags of the World Mini,FOTW-23,Sweden,,
Flags of the World Mini,FOTW-24,Finland,,
Flags of the World Mini,FOTW-25,Nepal,,
Flags of the World Mini,FOTW-26,Oman,,
Flags of the World Mini,FOTW-27,India,,
Flags of the World Mini,FOTW-28,Colombia,,
Flags of the World Mini,FOTW-29,Venezuela,,
Flags of the World Mini,FOTW-30,Argentina,,
Flags of the World Mini,FOTW-31,Chile,,
Flags of the World Mini,FOTW-32,Italy,,
Flags of the World Mini,FOTW-33,Croatia,,
Flags of the World Mini,FOTW-34,New Zealand,,
Flags of the World Mini,FOTW-35,Norway,,
Flags of the World Mini,FOTW-36,Netherlands,,
Flags of the World Mini,FOTW-37,Namibia,,
Flags of the World Mini,FOTW-38,El Salvador,,
Flags of the World Mini,FOTW-39,Guatemala,,
Flags of the World Mini,FOTW-40,Brazil,,
Flags of the World Mini,FOTW-41,United Arab Emirates,,
Flags of the World Mini,FOTW-42,Slovakia,,
Flags of the World Mini,FOTW-43,Zimbabwe,,
Flags of the World Mini,FOTW-44,Romania,,
Flags of the World Mini,FOTW-45,Indonesia,,
Flags of the World Mini,FOTW-46,Philippines,,
Flags of the World Mini,FOTW-47,Laos,,
Flags of the World Mini,FOTW-48,Cambodia,,
Flags of the World Mini,FOTW-49,Cameroon,,
Flags of the World Mini,FOTW-50,Nigeria,,
Full-Size Autographs,FSAC-WL,Wyatt Langford,Texas Rangers,
Got the Itch Mini,GTI-1,Apple,,
Got the Itch Mini,GTI-2,Auto Leather,,
Got the Itch Mini,GTI-3,Bacon,,
Got the Itch Mini,GTI-4,BBQ,,
Got the Itch Mini,GTI-5,Chocolate,,
Got the Itch Mini,GTI-6,Hot Chocolate,,
Got the Itch Mini,GTI-7,Fresh Pine,,
Got the Itch Mini,GTI-8,Cinnamon Bun,,
Got the Itch Mini,GTI-9,Pineapple,,
Got the Itch Mini,GTI-10,Coconut,,
Got the Itch Mini,GTI-11,Coffee Grind,,
Got the Itch Mini,GTI-12,Rose,,
Got the Itch Mini,GTI-13,Grass,,
Got the Itch Mini,GTI-14,Lavender,,
Got the Itch Mini,GTI-15,Lime,,
Got the Itch Mini,GTI-16,Vanilla,,
Got the Itch Mini,GTI-17,Cedar Wood,,
Got the Itch Mini,GTI-18,Watermelon,,
Got the Itch Mini,GTI-19,Peach,,
Got the Itch Mini,GTI-20,Peppermint,,
In Action Variations,IA-1,Elly De La Cruz,Cincinnati Reds,
In Action Variations,IA-2,Evan Carter,Texas Rangers,
In Action Variations,IA-3,Pete Crow-Armstrong,Chicago Cubs,
In Action Variations,IA-4,Jordan Lawlar,Arizona Diamondbacks,
In Action Variations,IA-5,Junior Caminero,Tampa Bay Rays,
In Action Variations,IA-6,Henry Davis,Pittsburgh Pirates,
In Action Variations,IA-7,Colton Cowser,Baltimore Orioles,
In Action Variations,IA-8,Sal Frelick,Milwaukee Brewers,
In Action Variations,IA-9,Marco Luciano,San Francisco Giants,
In Action Variations,IA-10,Curtis Mead,Tampa Bay Rays,
In Action Variations,IA-11,Zack Gelof,Oakland Athletics,
In Action Variations,IA-12,Masyn Winn,St. Louis Cardinals,
In Action Variations,IA-13,Noelvi Marte,Cincinnati Reds,
In Action Variations,IA-14,Nolan Schanuel,Los Angeles Angels,
In Action Variations,IA-15,Ceddanne Rafaela,Boston Red Sox,
In Action Variations,IA-16,Jasson Domínguez,New York Yankees,
In Action Variations,IA-17,Ronny Mauricio,New York Mets,
In Action Variations,IA-18,Heston Kjerstad,Baltimore Orioles,
In Action Variations,IA-19,Adley Rutschman,Baltimore Orioles,
In Action Variations,IA-20,Ronald Acuña Jr.,Atlanta Braves,
In Action Variations,IA-21,Shohei Ohtani,Los Angeles Dodgers,
In Action Variations,IA-22,Aaron Judge,New York Yankees,
In Action Variations,IA-23,Clayton Kershaw,Los Angeles Dodgers,
In Action Variations,IA-24,Bryce Harper,Philadelphia Phillies,
In Action Variations,IA-25,Mookie Betts,Los Angeles Dodgers,
In Action Variations,IA-26,Juan Soto,New York Yankees,
In Action Variations,IA-27,Bobby Witt Jr.,Kansas City Royals,
In Action Variations,IA-28,Julio Rodríguez,Seattle Mariners,
In Action Variations,IA-29,Corbin Carroll,Arizona Diamondbacks,
In Action Variations,IA-30,Pete Alonso,New York Mets,
In Action Variations,IA-31,Austin Riley,Atlanta Braves,
In Action Variations,IA-32,Luis Robert Jr.,Chicago White Sox,
In Action Variations,IA-33,Gunnar Henderson,Baltimore Orioles,
In Action Variations,IA-34,José Ramírez,Cleveland Guardians,
In Action Variations,IA-35,Fernando Tatis Jr.,San Diego Padres,
In Action Variations,IA-36,Jackson Holliday,Baltimore Orioles,
In Action Variations,IA-37,Jackson Chourio,Milwaukee Brewers,
In Action Variations,IA-38,Wyatt Langford,Texas Rangers,
In Action Variations,IA-39,Paul Skenes,Pittsburgh Pirates,
In Action Variations,IA-40,Bo Bichette,Toronto Blue Jays,
In Action Variations,IA-41,Jung Hoo Lee,San Francisco Giants,
In Action Variations,IA-42,Yoshinobu Yamamoto,Los Angeles Dodgers,
In Action Variations,IA-43,Shota Imanaga,Chicago Cubs,
In Action Variations,IA-44,Luis Arraez,San Diego Padres,
In Action Variations,IA-45,Francisco Lindor,New York Mets,
In Action Variations,IA-46,Cody Bellinger,Chicago Cubs,
In Action Variations,IA-47,Nolan Arenado,St. Louis Cardinals,
In Action Variations,IA-48,Royce Lewis,Minnesota Twins,
In Action Variations,IA-49,Andrew McCutchen,Pittsburgh Pirates,
In Action Variations,IA-50,Mike Trout,Los Angeles Angels,
Lineup Card Relics,LRC-AB,Alex Bregman,Houston Astros,
Lineup Card Relics,LRC-AH,Andrew Heaney,Texas Rangers,
Lineup Card Relics,LRC-AJ,Aaron Judge,New York Yankees,
Lineup Card Relics,LRC-AN,Aaron Nola,Philadelphia Phillies,
Lineup Card Relics,LRC-AR,Austin Riley,Atlanta Braves,
Lineup Card Relics,LRC-ARI,Anthony Rizzo,New York Yankees,
Lineup Card Relics,LRC-ARU,Adley Rutschman,Baltimore Orioles,
Lineup Card Relics,LRC-AT,Alek Thomas,Arizona Diamondbacks,
Lineup Card Relics,LRC-AV,Alex Verdugo,Boston Red Sox,
Lineup Card Relics,LRC-BH,Bryce Harper,Philadelphia Phillies,
Lineup Card Relics,LRC-BM,Brandon Marsh,Philadelphia Phillies,
Lineup Card Relics,LRC-BR,Brent Rooker,Oakland Athletics,
Lineup Card Relics,LRC-BS,Blake Snell,San Diego Padres,
Lineup Card Relics,LRC-BST,Bryson Stott,Philadelphia Phillies,
Lineup Card Relics,LRC-CB,Cody Bellinger,Chicago Cubs,
Lineup Card Relics,LRC-CC,Corbin Carroll,Arizona Diamondbacks,
Lineup Card Relics,LRC-CCO,Carlos Correa,Minnesota Twins,
Lineup Card Relics,LRC-CM,Christopher Morel,Chicago Cubs,
Lineup Card Relics,LRC-CMU,Cedric Mullins,Baltimore Orioles,
Lineup Card Relics,LRC-CR,Cal Raleigh,Seattle Mariners,
Lineup Card Relics,LRC-CS,Corey Seager,Texas Rangers,
Lineup Card Relics,LRC-CW,Christian Walker,Arizona Diamondbacks,
Lineup Card Relics,LRC-DS,Dansby Swanson,Chicago Cubs,
Lineup Card Relics,LRC-EJ,Edouard Julien,Minnesota Twins,
Lineup Card Relics,LRC-EJI,Eloy Jiménez,Chicago White Sox,
Lineup Card Relics,LRC-ER,Esteury Ruiz,Oakland Athletics,
Lineup Card Relics,LRC-GH,Gunnar Henderson,Baltimore Orioles,
Lineup Card Relics,LRC-GM,Gabriel Moreno,Arizona Diamondbacks,
Lineup Card Relics,LRC-GS,George Springer,Toronto Blue Jays,
Lineup Card Relics,LRC-GT,Gleyber Torres,New York Yankees,
Lineup Card Relics,LRC-HK,Ha-Seong Kim,San Diego Padres,
Lineup Card Relics,LRC-HR,Harold Ramírez,Tampa Bay Rays,
Lineup Card Relics,LRC-JA,Jose Altuve,Houston Astros,
Lineup Card Relics,LRC-JB,Javier Báez,Detroit Tigers,
Lineup Card Relics,LRC-JC,Jeimer Candelario,Chicago Cubs,
Lineup Card Relics,LRC-JCR,Jake Cronenworth,San Diego Padres,
Lineup Card Relics,LRC-JH,Jonah Heim,Texas Rangers,
Lineup Card Relics,LRC-JL,Josh Lowe,Tampa Bay Rays,
Lineup Card Relics,LRC-JM,Jorge Mateo,Baltimore Orioles,
Lineup Card Relics,LRC-JMC,Jake McCarthy,Arizona Diamondbacks,
Lineup Card Relics,LRC-JP,Jeremy Peña,Houston Astros,
Lineup Card Relics,LRC-JR,Julio Rodríguez,Seattle Mariners,
Lineup Card Relics,LRC-JTR,J.T. Realmuto,Philadelphia Phillies,
Lineup Card Relics,LRC-KG,Kevin Gausman,Toronto Blue Jays,
Lineup Card Relics,LRC-KM,Ketel Marte,Arizona Diamondbacks,
Lineup Card Relics,LRC-KS,Kyle Schwarber,Philadelphia Phillies,
Lineup Card Relics,LRC-LG,Lourdes Gurriel Jr.,Arizona Diamondbacks,
Lineup Card Relics,LRC-LR,Luis Robert Jr.,Chicago White Sox,
Lineup Card Relics,LRC-LT,Leody Taveras,Texas Rangers,
Lineup Card Relics,LRC-MB,Mookie Betts,Los Angeles Dodgers,
Lineup Card Relics,LRC-MC,Matt Chapman,Toronto Blue Jays,
Lineup Card Relics,LRC-MH,Michael Harris II,Atlanta Braves,
Lineup Card Relics,LRC-MM,Manny Machado,San Diego Padres,
Lineup Card Relics,LRC-MO,Matt Olson,Atlanta Braves,
Lineup Card Relics,LRC-MT,Mike Trout,Los Angeles Angels,
Lineup Card Relics,LRC-MW,Matt Wallner,Minnesota Twins,
Lineup Card Relics,LRC-NA,Nolan Arenado,St. Louis Cardinals,
Lineup Card Relics,LRC-NC,Nick Castellanos,Philadelphia Phillies,
Lineup Card Relics,LRC-NH,Nico Hoerner,Chicago Cubs,
Lineup Card Relics,LRC-PA,Pete Alonso,New York Mets,
Lineup Card Relics,LRC-PG,Paul Goldschmidt,St. Louis Cardinals,
Lineup Card Relics,LRC-RA,Ronald Acuña Jr.,Atlanta Braves,
Lineup Card Relics,LRC-RAR,Randy Arozarena,Tampa Bay Rays,
Lineup Card Relics,LRC-RD,Rafael Devers,Boston Red Sox,
Lineup Card Relics,LRC-RDE,Reid Detmers,Los Angeles Angels,
Lineup Card Relics,LRC-RG,Riley Greene,Detroit Tigers,
Lineup Card Relics,LRC-RH,Rhys Hoskins,Philadelphia Phillies,
Lineup Card Relics,LRC-RM,Ryan Mountcastle,Baltimore Orioles,
Lineup Card Relics,LRC-SL,Shea Langeliers,Oakland Athletics,
Lineup Card Relics,LRC-SM,Shane McClanahan,Tampa Bay Rays,
Lineup Card Relics,LRC-SO,Shohei Ohtani,Los Angeles Angels,
Lineup Card Relics,LRC-SS,Seiya Suzuki,Chicago Cubs,
Lineup Card Relics,LRC-TB,Tanner Bibee,Cleveland Guardians,
Lineup Card Relics,LRC-TG,Tyler Glasnow,Tampa Bay Rays,
Lineup Card Relics,LRC-TW,Tyler Wells,Baltimore Orioles,
Lineup Card Relics,LRC-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
Lineup Card Relics,LRC-YA,Yordan Alvarez,Houston Astros,
Lineup Card Relics,LRC-YD,Yu Darvish,San Diego Padres,
Lineup Card Relics,LRC-ZN,Zach Neto,Los Angeles Angels,
Lineup Card Relics,LRC-ZW,Zack Wheeler,Philadelphia Phillies,
Metal Mini,1,Julio Rodríguez,Seattle Mariners,
Metal Mini,2,Endy Rodríguez,Pittsburgh Pirates,
Metal Mini,4,Henry Davis,Pittsburgh Pirates,
Metal Mini,5,Yu Darvish,San Diego Padres,
Metal Mini,6,Christian Encarnacion-Strand,Cincinnati Reds,
Metal Mini,7,Luis Robert Jr.,Chicago White Sox,
Metal Mini,8,Kyle Tucker,Houston Astros,
Metal Mini,9,Bo Bichette,Toronto Blue Jays,
Metal Mini,10,Dansby Swanson,Chicago Cubs,
Metal Mini,11,Anthony Volpe,New York Yankees,
Metal Mini,13,Jazz Chisholm Jr.,Miami Marlins,
Metal Mini,14,Curtis Mead,Tampa Bay Rays,
Metal Mini,15,Adley Rutschman,Baltimore Orioles,
Metal Mini,16,Francisco Alvarez,New York Mets,
Metal Mini,17,CJ Abrams,Washington Nationals,
Metal Mini,19,Emmet Sheehan,Los Angeles Dodgers,
Metal Mini,20,Ronald Acuña Jr.,Atlanta Braves,
Metal Mini,21,Emerson Hancock,Seattle Mariners,
Metal Mini,22,Sandy Alcantara,Miami Marlins,
Metal Mini,23,Gavin Williams,Cleveland Guardians,
Metal Mini,24,Masyn Winn,St. Louis Cardinals,
Metal Mini,25,Gerrit Cole,New York Yankees,
Metal Mini,26,Nick Gonzales,Pittsburgh Pirates,
Metal Mini,28,Colton Cowser,Baltimore Orioles,
Metal Mini,29,Jose Altuve,Houston Astros,
Metal Mini,30,Byron Buxton,Minnesota Twins,
Metal Mini,31,Jasson Domínguez,New York Yankees,
Metal Mini,32,Andrew Abbott,Cincinnati Reds,
Metal Mini,33,Jordan Westburg,Baltimore Orioles,
Metal Mini,35,Tyler Soderstrom,Oakland Athletics,
Metal Mini,36,Quinn Priester,Pittsburgh Pirates,
Metal Mini,38,Pete Alonso,New York Mets,
Metal Mini,39,Trea Turner,Philadelphia Phillies,
Metal Mini,40,Patrick Bailey,San Francisco Giants,
Metal Mini,42,Ke'Bryan Hayes,Pittsburgh Pirates,
Metal Mini,43,Christian Yelich,Milwaukee Brewers,
Metal Mini,44,Elly De La Cruz,Cincinnati Reds,
Metal Mini,45,Matt Olson,Atlanta Braves,
Metal Mini,46,Pete Crow-Armstrong,Chicago Cubs,
Metal Mini,47,Justin Steele,Chicago Cubs,
Metal Mini,48,Corey Seager,Texas Rangers,
Metal Mini,49,Heston Kjerstad,Baltimore Orioles,
Metal Mini,50,Juan Soto,New York Yankees,
Metal Mini,51,Masataka Yoshida,Boston Red Sox,
Metal Mini,52,Clayton Kershaw,Los Angeles Dodgers,
Metal Mini,53,Austin Wells,New York Yankees,
Metal Mini,54,Rafael Devers,Boston Red Sox,
Metal Mini,55,Oneil Cruz,Pittsburgh Pirates,
Metal Mini,56,Kyren Paris,Los Angeles Angels,
Metal Mini,59,Luis Matos,San Francisco Giants,
Metal Mini,60,Bryce Harper,Philadelphia Phillies,
Metal Mini,62,Freddie Freeman,Los Angeles Dodgers,
Metal Mini,66,Manny Machado,San Diego Padres,
Metal Mini,67,Ronny Mauricio,New York Mets,
Metal Mini,68,Austin Riley,Atlanta Braves,
Metal Mini,69,Johan Rojas,Philadelphia Phillies,
Metal Mini,71,Noelvi Marte,Cincinnati Reds,
Metal Mini,72,Kyle Harrison,San Francisco Giants,
Metal Mini,73,Francisco Lindor,New York Mets,
Metal Mini,74,Ketel Marte,Arizona Diamondbacks,
Metal Mini,75,Max Fried,Atlanta Braves,
Metal Mini,76,Nick Loftin,Kansas City Royals,
Metal Mini,77,Ceddanne Rafaela,Boston Red Sox,
Metal Mini,79,Marco Luciano,San Francisco Giants,
Metal Mini,80,Luis Castillo,Seattle Mariners,
Metal Mini,82,Zack Gelof,Oakland Athletics,
Metal Mini,83,Yordan Alvarez,Houston Astros,
Metal Mini,86,Aaron Judge,New York Yankees,
Metal Mini,87,Corbin Carroll,Arizona Diamondbacks,
Metal Mini,88,Nolan Schanuel,Los Angeles Angels,
Metal Mini,89,Riley Greene,Detroit Tigers,
Metal Mini,90,Carlos Correa,Minnesota Twins,
Metal Mini,92,Junior Caminero,Tampa Bay Rays,
Metal Mini,93,Matt McLain,Cincinnati Reds,
Metal Mini,94,Mookie Betts,Los Angeles Dodgers,
Metal Mini,95,Cole Ragans,Kansas City Royals,
Metal Mini,96,Evan Carter,Texas Rangers,
Metal Mini,97,Shohei Ohtani,Los Angeles Dodgers,
Metal Mini,98,Sal Frelick,Milwaukee Brewers,
Metal Mini,99,Jordan Lawlar,Arizona Diamondbacks,
Metal Mini,100,Bobby Witt Jr.,Kansas City Royals,
Metal Mini,101,Stan Musial,St. Louis Cardinals,
Metal Mini,103,Jimmy Rollins,Philadelphia Phillies,
Metal Mini,106,Cody Bellinger,Chicago Cubs,
Metal Mini,109,Ozzie Albies,Atlanta Braves,
Metal Mini,112,Corbin Burnes,Baltimore Orioles,
Metal Mini,115,Cal Ripken Jr.,Baltimore Orioles,
Metal Mini,116,Dave Parker,Pittsburgh Pirates,
Metal Mini,117,Roy Campanella,Brooklyn Dodgers,
Metal Mini,118,Willie Mays,New York Giants,
Metal Mini,123,José Ramírez,Cleveland Guardians,
Metal Mini,124,Roberto Clemente,Pittsburgh Pirates,
Metal Mini,125,Charlie Blackmon,Colorado Rockies,
Metal Mini,126,Thurman Munson,New York Yankees,
Metal Mini,129,Lou Gehrig,New York Yankees,
Metal Mini,130,George Brett,Kansas City Royals,
Metal Mini,131,Nolan Ryan,Houston Astros,
Metal Mini,132,Adolis García,Texas Rangers,
Metal Mini,134,Satchel Paige,St. Louis Browns,
Metal Mini,135,Ryne Sandberg,Chicago Cubs,
Metal Mini,136,David Ortiz,Boston Red Sox,
Metal Mini,138,Anthony Rizzo,New York Yankees,
Metal Mini,140,Hank Aaron,Atlanta Braves,
Metal Mini,142,Mickey Mantle,New York Yankees,
Metal Mini,143,Barry Larkin,Cincinnati Reds,
Metal Mini,144,Xander Bogaerts,San Diego Padres,
Metal Mini,145,Randy Arozarena,Tampa Bay Rays,
Metal Mini,148,David Wright,New York Mets,
Metal Mini,149,Paul Goldschmidt,St. Louis Cardinals,
Metal Mini,150,Albert Pujols,St. Louis Cardinals,
Metal Mini,151,Tom Seaver,New York Mets,
Metal Mini,152,Nolan Jones,Colorado Rockies,
Metal Mini,153,Kirby Puckett,Minnesota Twins,
Metal Mini,154,Pedro Martinez,Boston Red Sox,
Metal Mini,158,Javier Báez,Detroit Tigers,
Metal Mini,159,Chipper Jones,Atlanta Braves,
Metal Mini,161,Gunnar Henderson,Baltimore Orioles,
Metal Mini,166,Carlos Beltran,Kansas City Royals,
Metal Mini,169,Nolan Arenado,St. Louis Cardinals,
Metal Mini,170,Jackie Robinson,Brooklyn Dodgers,
Metal Mini,172,Masanori Murakami,San Francisco Giants,
Metal Mini,174,Ichiro,Seattle Mariners,
Metal Mini,175,Derek Jeter,New York Yankees,
Metal Mini,177,Ken Griffey Jr.,Seattle Mariners,
Metal Mini,178,Adrián Beltré,Seattle Mariners,
Metal Mini,179,Billy Williams,Chicago Cubs,
Metal Mini,180,Vladimir Guerrero,Los Angeles Angels,
Metal Mini,181,SHOTA Imanaga,Chicago Cubs,
Metal Mini,182,Dylan Cease,San Diego Padres,
Metal Mini,183,Kris Bryant,Colorado Rockies,
Metal Mini,185,Salvador Perez,Kansas City Royals,
Metal Mini,186,Fernando Tatis Jr.,San Diego Padres,
Metal Mini,187,Royce Lewis,Minnesota Twins,
Metal Mini,189,Christopher Morel,Chicago Cubs,
Metal Mini,192,Gary Carter,Montréal Expos,
Metal Mini,193,Bob Gibson,St. Louis Cardinals,
Metal Mini,194,Marcus Semien,Texas Rangers,
Metal Mini,195,Roger Clemens,Toronto Blue Jays,
Metal Mini,196,William Contreras,Milwaukee Brewers,
Metal Mini,198,Babe Ruth,Boston Red Sox,
Metal Mini,199,Brent Rooker,Oakland Athletics,
Metal Mini,200,Vladimir Guerrero Jr.,Toronto Blue Jays,
Metal Mini,201,Yoshinobu Yamamoto,Los Angeles Dodgers,
Metal Mini,269,Jung Hoo Lee,San Francisco Giants,
Metal Mini,275,Jackson Merrill,San Diego Padres,
Metal Mini,276,Jackson Chourio,Milwaukee Brewers,
Metal Mini,277,Jackson Holliday,Baltimore Orioles,
Metal Mini,278,Wyatt Langford,Texas Rangers,
Metal Mini,279,Colt Keith,Detroit Tigers,
Metal Mini,280,Mike Trout,Los Angeles Angels,
