Variety,Card Number,Player Name,Team Name,Notes,Parallel
Baseball Stars Dual Autographs,BSDA-GM,Vladimir Guerrero / Pedro Martinez,Montréal Expos,,
Baseball Stars Dual Autographs,BSDA-JRI,Austin Riley / Chipper Jones,Atlanta Braves,,
Baseball Stars Dual Autographs,BSDA-JVO,Derek Jeter / Anthony Volpe,New York Yankees,,
Baseball Stars Dual Autographs,BSDA-PWA,Jordan Walker / Albert Pujols,St. Louis Cardinals,,
Baseball Stars Dual Autographs,BSDA-RAJ,Ronald Acuña Jr. / Julio Rodríguez,Atlanta Braves,,
Baseball Stars Dual Autographs,BSDA-RAJ,Ronald Acuña Jr. / Julio Rodríguez,Seattle Mariners,,
Baseball Stars Dual Autographs,BSDA-RJO,Nolan Ryan / Randy Johnson,California Angels,,
Baseball Stars Dual Autographs,BSDA-RJO,Nolan Ryan / Randy Johnson,Seattle Mariners,,
Baseball Stars Dual Autographs,BSDA-TSC,Kyle Schwarber / Trea Turner,Philadelphia Phillies,,
Baseball Stars Dual Autographs,BSDA-TSO,Juan Soto / Fernando Tatis Jr.,San Diego Padres,,
Clear,US3,Taj Bradley,Tampa Bay Rays,- Rookie Debut,
Clear,US5,Masataka Yoshida,Boston Red Sox,- Rookie Debut,
Clear,US6,Brandon Pfaadt,Arizona Diamondbacks,,
Clear,US9,Bligh Madris,Houston Astros,,
Clear,US11,Dermis García,Oakland Athletics,,
Clear,US15,Mason Miller,Oakland Athletics,,
Clear,US18,Gunnar Henderson,Baltimore Orioles,- Rookie Debut,
Clear,US20,Kodai Senga,New York Mets,- Rookie Debut,
Clear,US24,Vaughn Grissom,Atlanta Braves,- Rookie Debut,
Clear,US31,Nelson Velázquez,Chicago Cubs,,
Clear,US32,Dominic Fletcher,Arizona Diamondbacks,,
Clear,US35,Grayson Rodriguez,Baltimore Orioles,- Rookie Debut,
Clear,US37,Brewer Hicklen,Kansas City Royals,,
Clear,US38,Matthew Batten,San Diego Padres,,
Clear,US40,Bobby Miller,Los Angeles Dodgers,- Rookie Debut,
Clear,US42,Matt Mervis,Chicago Cubs,,
Clear,US44,Oswald Peraza,New York Yankees,- Rookie Debut,
Clear,US46,Edouard Julien,Minnesota Twins,- Rookie Debut,
Clear,US50,Grayson Rodriguez,Baltimore Orioles,,
Clear,US51,Dylan Dodd,Atlanta Braves,,
Clear,US55,Taj Bradley,Tampa Bay Rays,,
Clear,US60,Miguel Amaya,Chicago Cubs,,
Clear,US66,Michael Busch,Los Angeles Dodgers,- Rookie Debut,
Clear,US70,Gavin Stone,Los Angeles Dodgers,,
Clear,US75,Ryan Noda,Oakland Athletics,,
Clear,US77,Anthony Volpe,New York Yankees,- Rookie Debut,
Clear,US85,Nolan Jones,Colorado Rockies,,
Clear,US93,Logan O'Hoppe,Los Angeles Angels,- Rookie Debut,
Clear,US98,Zach Neto,Los Angeles Angels,,
Clear,US99,Alec Burleson,St. Louis Cardinals,- Rookie Debut,
Clear,US100,Jacob deGrom,Texas Rangers,,
Clear,US101,Brice Turang,Milwaukee Brewers,- Rookie Debut,
Clear,US103,Joey Ortiz,Baltimore Orioles,- Rookie Debut,
Clear,US107,Tanner Bibee,Cleveland Guardians,- Rookie Debut,
Clear,US108,Mitch Haniger,San Francisco Giants,,
Clear,US110,Vinnie Pasquantino,Kansas City Royals,- Rookie Debut,
Clear,US122,Jordan Walker,St. Louis Cardinals,- Rookie Debut,
Clear,US126,Joey Ortiz,Baltimore Orioles,,
Clear,US133,Casey Schmitt,San Francisco Giants,,
Clear,US139,Eury Pérez,Miami Marlins,,
Clear,US142,Miguel Vargas,Los Angeles Dodgers,- Rookie Debut,
Clear,US144,Maikel Garcia,Kansas City Royals,,
Clear,US148,Garrett Mitchell,Milwaukee Brewers,- Rookie Debut,
Clear,US150,Noah Syndergaard,Los Angeles Dodgers,,
Clear,US156,Cole Ragans,Texas Rangers,,
Clear,US158,Brett Baty,New York Mets,- Rookie Debut,
Clear,US161,Gabriel Moreno,Arizona Diamondbacks,,
Clear,US162,Jake Bird,Colorado Rockies,,
Clear,US163,Christopher Morel,Chicago Cubs,- Rookie Debut,
Clear,US164,Jason Heyward,Los Angeles Dodgers,,
Clear,US168,Tanner Bibee,Cleveland Guardians,,
Clear,US178,Bryce Miller,Seattle Mariners,,
Clear,US180,Adley Rutschman,Baltimore Orioles,- Rookie Debut,
Clear,US181,Shea Langeliers,Oakland Athletics,- Rookie Debut,
Clear,US183,Jose Caballero,Seattle Mariners,,
Clear,US186,Narciso Crook,Boston Red Sox,,
Clear,US187,Canaan Smith-Njigba,Pittsburgh Pirates,,
Clear,US188,Bobby Miller,Los Angeles Dodgers,,
Clear,US193,Bryce Miller,Seattle Mariners,- Rookie Debut,
Clear,US198,Casey Schmitt,San Francisco Giants,- Rookie Debut,
Clear,US199,Matt McLain,Cincinnati Reds,,
Clear,US200,Carlos Rodón,New York Yankees,,
Clear,US201,Blake Sabol,San Francisco Giants,,
Clear,US205,Oscar Colás,Chicago White Sox,- Rookie Debut,
Clear,US206,Braden Shewmake,Atlanta Braves,,
Clear,US210,Mason Miller,Oakland Athletics,- Rookie Debut,
Clear,US212,Nolan Gorman,St. Louis Cardinals,- Rookie Debut,
Clear,US214,Brayan Rocchio,Cleveland Guardians,,
Clear,US216,Sean Bouchard,Colorado Rockies,,
Clear,US221,Triston Casas,Boston Red Sox,- Rookie Debut,
Clear,US222,Edouard Julien,Minnesota Twins,,
Clear,US223,Cody Bolton,Pittsburgh Pirates,,
Clear,US225,Michael Harris II,Atlanta Braves,- Rookie Debut,
Clear,US228,Corey Julks,Houston Astros,,
Clear,US233,Logan Allen,Cleveland Guardians,,
Clear,US236,Matt Mervis,Chicago Cubs,- Rookie Debut,
Clear,US244,Corbin Carroll,Arizona Diamondbacks,- Rookie Debut,
Clear,US245,Joey Wiemer,Milwaukee Brewers,,
Clear,US253,Alex Call,Washington Nationals,,
Clear,US255,Francisco Alvarez,New York Mets,- Rookie Debut,
Clear,US256,Michael Busch,Los Angeles Dodgers,,
Clear,US267,Peyton Battenfield,Cleveland Guardians,,
Clear,US275,Oscar Gonzalez,Cleveland Guardians,- Rookie Debut,
Clear,US279,Jhony Brito,New York Yankees,,
Clear,US283,Ezequiel Tovar,Colorado Rockies,- Rookie Debut,
Clear,US290,Gabriel Moreno,Toronto Blue Jays,- Rookie Debut,
Clear,US296,Xavier Edwards,Miami Marlins,,
Clear,US298,Riley Greene,Detroit Tigers,- Rookie Debut,
Clear,US300,Cody Bellinger,Chicago Cubs,,
Clear,US308,Josh Jung,Texas Rangers,- Rookie Debut,
Clear,US309,Jared Shuster,Atlanta Braves,- Rookie Debut,
Clear,US310,Enmanuel Valdez,Boston Red Sox,,
Clear,US311,Luis Medina,Oakland Athletics,,
Clear,US314,Brenton Doyle,Colorado Rockies,,
Clear,US315,Hunter Brown,Houston Astros,- Rookie Debut,
Clear,US316,Joey Wiemer,Milwaukee Brewers,- Rookie Debut,
Clear,US317,Eury Pérez,Miami Marlins,- Rookie Debut,
Clear,US324,Jared Shuster,Atlanta Braves,,
Clear,US329,Zach Neto,Los Angeles Angels,- Rookie Debut,
Clear,US330,JJ Bleday,Oakland Athletics,,
Commemorative Postseason Trophy Medallion Autographs,PTM-AP,Albert Pujols,St. Louis Cardinals,,
Commemorative Postseason Trophy Medallion Autographs,PTM-ARI,Anthony Rizzo,Chicago Cubs,,
Commemorative Postseason Trophy Medallion Autographs,PTM-BRO,Brooks Robinson,Baltimore Orioles,,
Commemorative Postseason Trophy Medallion Autographs,PTM-CJ,Chipper Jones,Atlanta Braves,,
Commemorative Postseason Trophy Medallion Autographs,PTM-DS,Darryl Strawberry,New York Mets,,
Commemorative Postseason Trophy Medallion Autographs,PTM-DO,David Ortiz,Boston Red Sox,,
Commemorative Postseason Trophy Medallion Autographs,PTM-DJ,Derek Jeter,New York Yankees,,
Commemorative Postseason Trophy Medallion Autographs,PTM-JB,Johnny Bench,Cincinnati Reds,,
Commemorative Postseason Trophy Medallion Autographs,PTM-JA,Jose Altuve,Houston Astros,,
Commemorative Postseason Trophy Medallion Autographs,PTM-JS,Juan Soto,Washington Nationals,,
Commemorative Postseason Trophy Medallion Autographs,PTM-MR,Mariano Rivera,New York Yankees,,
Commemorative Postseason Trophy Medallion Autographs,PTM-RJ,Randy Johnson,Arizona Diamondbacks,,
Commemorative Postseason Trophy Medallion Autographs,PTM-SG,Steve Garvey,Los Angeles Dodgers,,
Commemorative Postseason Trophy Medallion Autographs,PTM-YA,Yordan Alvarez,Houston Astros,,
Commemorative Postseason Trophy Medallions,PTM-AB,Alex Bregman,Houston Astros,,
Commemorative Postseason Trophy Medallions,PTM-AP,Albert Pujols,St. Louis Cardinals,,
Commemorative Postseason Trophy Medallions,PTM-ARI,Anthony Rizzo,Chicago Cubs,,
Commemorative Postseason Trophy Medallions,PTM-BR,Babe Ruth,New York Yankees,,
Commemorative Postseason Trophy Medallions,PTM-BRO,Brooks Robinson,Baltimore Orioles,,
Commemorative Postseason Trophy Medallions,PTM-CJ,Chipper Jones,Atlanta Braves,,
Commemorative Postseason Trophy Medallions,PTM-CK,Clayton Kershaw,Los Angeles Dodgers,,
Commemorative Postseason Trophy Medallions,PTM-CR,Cal Ripken Jr.,Baltimore Orioles,,
Commemorative Postseason Trophy Medallions,PTM-DJ,Derek Jeter,New York Yankees,,
Commemorative Postseason Trophy Medallions,PTM-DO,David Ortiz,Boston Red Sox,,
Commemorative Postseason Trophy Medallions,PTM-DS,Darryl Strawberry,New York Mets,,
Commemorative Postseason Trophy Medallions,PTM-FF,Freddie Freeman,Atlanta Braves,,
Commemorative Postseason Trophy Medallions,PTM-GB,George Brett,Kansas City Royals,,
Commemorative Postseason Trophy Medallions,PTM-JA,Jose Altuve,Houston Astros,,
Commemorative Postseason Trophy Medallions,PTM-JB,Johnny Bench,Cincinnati Reds,,
Commemorative Postseason Trophy Medallions,PTM-JP,Jeremy Peña,Houston Astros,,
Commemorative Postseason Trophy Medallions,PTM-JR,Jackie Robinson,Brooklyn Dodgers,,
Commemorative Postseason Trophy Medallions,PTM-JS,Juan Soto,Washington Nationals,,
Commemorative Postseason Trophy Medallions,PTM-KP,Kirby Puckett,Minnesota Twins,,
Commemorative Postseason Trophy Medallions,PTM-LG,Lou Gehrig,New York Yankees,,
Commemorative Postseason Trophy Medallions,PTM-MB,Mookie Betts,Los Angeles Dodgers,,
Commemorative Postseason Trophy Medallions,PTM-MR,Mariano Rivera,New York Yankees,,
Commemorative Postseason Trophy Medallions,PTM-RH,Rickey Henderson,Oakland Athletics,,
Commemorative Postseason Trophy Medallions,PTM-RJ,Randy Johnson,Arizona Diamondbacks,,
Commemorative Postseason Trophy Medallions,PTM-RJA,Reggie Jackson,New York Yankees,,
Commemorative Postseason Trophy Medallions,PTM-SG,Steve Garvey,Los Angeles Dodgers,,
Commemorative Postseason Trophy Medallions,PTM-TM,Thurman Munson,New York Yankees,,
Commemorative Postseason Trophy Medallions,PTM-WM,Willie Mays,New York Giants,,
Commemorative Postseason Trophy Medallions,PTM-YA,Yordan Alvarez,Houston Astros,,
Commemorative Postseason Trophy Medallions,PTM-YB,Yogi Berra,New York Yankees,,
Cut Signatures,CS-AK,Al Kaline,Detroit Tigers,1-1,
Cut Signatures,CS-BF,Bob Feller,Cleveland,1-1,
Cut Signatures,CS-BH,Billy Herman,Chicago Cubs,1-1,
Cut Signatures,CS-DD,Dizzy Dean,St. Louis Cardinals,1-1,
Cut Signatures,CS-DDR,Don Drysdale,Los Angeles Dodgers,1-1,
Cut Signatures,CS-DS,Duke Snider,Brooklyn Dodgers,1-1,
Cut Signatures,CS-EB,Ernie Banks,Chicago Cubs,1-1,
Cut Signatures,CS-EM,Eddie Mathews,Milwaukee Braves,1-1,
Cut Signatures,CS-GHP,"George ""High Pockets"" Kell",New York Giants,1-1,
Cut Signatures,CS-GK,George Kell,Detroit Tigers,1-1,
Cut Signatures,CS-HK,Harmon Killebrew,Minnesota Twins,1-1,
Cut Signatures,CS-HW,Honus Wagner,Pittsburgh Pirates,1-1,
Cut Signatures,CS-JDO,Joe DiMaggio,New York Yankees,1-1,
Cut Signatures,CS-JM,Johnny Mize,St. Louis Cardinals,1-1,
Cut Signatures,CS-LB,Lou Brock,St. Louis Cardinals,1-1,
Cut Signatures,CS-MI,Monte Irvin,New York Giants,1-1,
Cut Signatures,CS-MO,Mel Ott,New York Giants,1-1,
Cut Signatures,CS-RC,Roy Campanella,Brooklyn Dodgers,1-1,
Cut Signatures,CS-SM,Stan Musial,St. Louis Cardinals,1-1,
Cut Signatures,CS-TC,Ty Cobb,Detroit Tigers,1-1,
Cut Signatures,CS-TW,Ted Williams,Boston Red Sox,1-1,
Cut Signatures,CS-WF,Whitey Ford,New York Yankees,1-1,
Cut Signatures,CS-WS,Warren Spahn,Milwaukee Braves,1-1,
Heavy Lumber,HL-41,Corbin Carroll,Arizona Diamondbacks,,
Heavy Lumber,HL-42,Chipper Jones,Atlanta Braves,,
Heavy Lumber,HL-43,Michael Harris II,Atlanta Braves,,
Heavy Lumber,HL-44,Cal Ripken Jr.,Baltimore Orioles,,
Heavy Lumber,HL-45,Triston Casas,Boston Red Sox,,
Heavy Lumber,HL-46,Frank Thomas,Chicago White Sox,,
Heavy Lumber,HL-47,Ryne Sandberg,Chicago Cubs,,
Heavy Lumber,HL-48,Riley Greene,Detroit Tigers,,
Heavy Lumber,HL-49,Anthony Volpe,New York Yankees,,
Heavy Lumber,HL-50,Oscar Colás,Chicago White Sox,,
Heavy Lumber,HL-51,Kris Bryant,Colorado Rockies,,
Heavy Lumber,HL-52,Bobby Witt Jr.,Kansas City Royals,,
Heavy Lumber,HL-53,Jordan Walker,St. Louis Cardinals,,
Heavy Lumber,HL-54,Jazz Chisholm Jr.,Miami Marlins,,
Heavy Lumber,HL-55,Brett Baty,New York Mets,,
Heavy Lumber,HL-56,Don Mattingly,New York Yankees,,
Heavy Lumber,HL-57,Nolan Gorman,St. Louis Cardinals,,
Heavy Lumber,HL-58,Wander Franco,Tampa Bay Rays,,
Heavy Lumber,HL-59,Matt Olson,Atlanta Braves,,
Heavy Lumber,HL-60,Josh Jung,Texas Rangers,,
Laid Out,LO-1,Jazz Chisholm Jr.,Miami Marlins,,
Laid Out,LO-2,Byron Buxton,Minnesota Twins,,
Laid Out,LO-3,Michael Harris II,Atlanta Braves,,
Laid Out,LO-4,Mookie Betts,Los Angeles Dodgers,,
Laid Out,LO-5,Steven Kwan,Cleveland Guardians,,
Laid Out,LO-6,Riley Greene,Detroit Tigers,,
Laid Out,LO-7,Aaron Judge,New York Yankees,,
Laid Out,LO-8,George Springer,Toronto Blue Jays,,
Laid Out,LO-9,Fernando Tatis Jr.,San Diego Padres,,
Laid Out,LO-10,Bobby Witt Jr.,Kansas City Royals,,
Laid Out,LO-11,Matt Chapman,Toronto Blue Jays,,
Laid Out,LO-12,Kevin Pillar,Atlanta Braves,,
Laid Out,LO-13,Manny Machado,San Diego Padres,,
Laid Out,LO-14,Bo Bichette,Toronto Blue Jays,,
Laid Out,LO-15,Alex Bregman,Houston Astros,,
Laid Out,LO-16,Ronald Acuña Jr.,Atlanta Braves,,
Laid Out,LO-17,Francisco Lindor,New York Mets,,
Laid Out,LO-18,Mike Trout,Los Angeles Angels,,
Laid Out,LO-19,Gunnar Henderson,Baltimore Orioles,,
Laid Out,LO-20,Wander Franco,Tampa Bay Rays,,
Laid Out Autographs,LO-1,Jazz Chisholm Jr.,Miami Marlins,,
Laid Out Autographs,LO-2,Byron Buxton,Minnesota Twins,,
Laid Out Autographs,LO-3,Michael Harris II,Atlanta Braves,,
Laid Out Autographs,LO-5,Steven Kwan,Cleveland Guardians,,
Laid Out Autographs,LO-6,Riley Greene,Detroit Tigers,,
Laid Out Autographs,LO-8,George Springer,Toronto Blue Jays,,
Laid Out Autographs,LO-9,Fernando Tatis Jr.,San Diego Padres,,
Laid Out Autographs,LO-10,Bobby Witt Jr.,Kansas City Royals,,
Laid Out Autographs,LO-11,Matt Chapman,Toronto Blue Jays,,
Laid Out Autographs,LO-16,Ronald Acuña Jr.,Atlanta Braves,,
Laid Out Autographs,LO-20,Wander Franco,Tampa Bay Rays,,
Luke the Cardist Base Card Art,350,Alex Bregman,Houston Astros,,
Luke the Cardist Base Card Art,401,Corbin Carroll,Arizona Diamondbacks,,
Luke the Cardist Base Card Art,414,George Springer,Toronto Blue Jays,,
Luke the Cardist Base Card Art,421,Bo Naylor,Cleveland Guardians,,
Luke the Cardist Base Card Art,428,Bo Bichette,Toronto Blue Jays,,
Luke the Cardist Base Card Art,450,Francisco Lindor,New York Mets,,
Luke the Cardist Base Card Art,583,Carlos Correa,Minnesota Twins,,
Luke the Cardist Base Card Art,660,Austin Riley,Atlanta Braves,,
Major League Material,MLM-AB,Alec Burleson,St. Louis Cardinals,,
Major League Material,MLM-ABR,Alex Bregman,Houston Astros,,
Major League Material,MLM-AJ,Aaron Judge,New York Yankees,,
Major League Material,MLM-AM,Andrew McCutchen,Pittsburgh Pirates,,
Major League Material,MLM-AR,Adley Rutschman,Baltimore Orioles,,
Major League Material,MLM-ARI,Austin Riley,Atlanta Braves,,
Major League Material,MLM-ARZ,Anthony Rizzo,New York Yankees,,
Major League Material,MLM-BBI,Bo Bichette,Toronto Blue Jays,,
Major League Material,MLM-BH,Bryce Harper,Philadelphia Phillies,,
Major League Material,MLM-BW,Bobby Witt Jr.,Kansas City Royals,,
Major League Material,MLM-CC,Carlos Correa,Minnesota Twins,,
Major League Material,MLM-CCA,Corbin Carroll,Arizona Diamondbacks,,
Major League Material,MLM-ET,Ezequiel Tovar,Colorado Rockies,,
Major League Material,MLM-FA,Francisco Alvarez,New York Mets,,
Major League Material,MLM-FF,Freddie Freeman,Los Angeles Dodgers,,
Major League Material,MLM-FT,Fernando Tatis Jr.,San Diego Padres,,
Major League Material,MLM-GH,Gunnar Henderson,Baltimore Orioles,,
Major League Material,MLM-GS,George Springer,Toronto Blue Jays,,
Major League Material,MLM-GT,Gleyber Torres,New York Yankees,,
Major League Material,MLM-JJ,Josh Jung,Texas Rangers,,
Major League Material,MLM-JP,Jeremy Peña,Houston Astros,,
Major League Material,MLM-JS,Juan Soto,San Diego Padres,,
Major League Material,MLM-JW,Jordan Walker,St. Louis Cardinals,,
Major League Material,MLM-KB,Kris Bryant,Colorado Rockies,,
Major League Material,MLM-KS,Kyle Schwarber,Philadelphia Phillies,,
Major League Material,MLM-KT,Kyle Tucker,Houston Astros,,
Major League Material,MLM-MB,Mookie Betts,Los Angeles Dodgers,,
Major League Material,MLM-MC,Matt Chapman,Toronto Blue Jays,,
Major League Material,MLM-MH,Michael Harris II,Atlanta Braves,,
Major League Material,MLM-MM,Manny Machado,San Diego Padres,,
Major League Material,MLM-MT,Mike Trout,Los Angeles Angels,,
Major League Material,MLM-OA,Ozzie Albies,Atlanta Braves,,
Major League Material,MLM-OC,Oscar Colás,Chicago White Sox,,
Major League Material,MLM-OP,Oswald Peraza,New York Yankees,,
Major League Material,MLM-PA,Pete Alonso,New York Mets,,
Major League Material,MLM-RA,Randy Arozarena,Tampa Bay Rays,,
Major League Material,MLM-RAJ,Ronald Acuña Jr.,Atlanta Braves,,
Major League Material,MLM-RD,Rafael Devers,Boston Red Sox,,
Major League Material,MLM-RG,Riley Greene,Detroit Tigers,,
Major League Material,MLM-RM,Ryan Mountcastle,Baltimore Orioles,,
Major League Material,MLM-TT,Trea Turner,Philadelphia Phillies,,
Major League Material,MLM-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Major League Material,MLM-WC,Willson Contreras,St. Louis Cardinals,,
Major League Material,MLM-WF,Wander Franco,Tampa Bay Rays,,
Major League Material,MLM-WS,Will Smith,Los Angeles Dodgers,,
Major League Material,MLM-XB,Xander Bogaerts,San Diego Padres,,
Major League Material,MLM-YA,Yordan Alvarez,Houston Astros,,
Major League Material Autographs,MLMA-AB,Adrián Beltré,Texas Rangers,,
Major League Material Autographs,MLMA-AM,Alek Manoah,Toronto Blue Jays,,
Major League Material Autographs,MLMA-AR,Adley Rutschman,Baltimore Orioles,,
Major League Material Autographs,MLMA-AV,Anthony Volpe,New York Yankees,,
Major League Material Autographs,MLMA-BB,Brett Baty,New York Mets,,
Major League Material Autographs,MLMA-BN,Bo Naylor,Cleveland Guardians,,
Major League Material Autographs,MLMA-BS,Blake Snell,San Diego Padres,,
Major League Material Autographs,MLMA-CBE,Cody Bellinger,Chicago Cubs,,
Major League Material Autographs,MLMA-CC,Corbin Carroll,Arizona Diamondbacks,,
Major League Material Autographs,MLMA-CS,Corey Seager,Texas Rangers,,
Major League Material Autographs,MLMA-EJ,Eloy Jiménez,Chicago White Sox,,
Major League Material Autographs,MLMA-GC,Gerrit Cole,New York Yankees,,
Major League Material Autographs,MLMA-GH,Gunnar Henderson,Baltimore Orioles,,
Major League Material Autographs,MLMA-GM,Gabriel Moreno,Arizona Diamondbacks,,
Major League Material Autographs,MLMA-GR,Grayson Rodriguez,Baltimore Orioles,,
Major League Material Autographs,MLMA-JB,Joey Bart,San Francisco Giants,,
Major League Material Autographs,MLMA-JC,Jazz Chisholm Jr.,Miami Marlins,,
Major League Material Autographs,MLMA-JF,Jack Flaherty,St. Louis Cardinals,,
Major League Material Autographs,MLMA-JJ,Josh Jung,Texas Rangers,,
Major League Material Autographs,MLMA-JK,Jarred Kelenic,Seattle Mariners,,
Major League Material Autographs,MLMA-JS,Juan Soto,San Diego Padres,,
Major League Material Autographs,MLMA-JW,Jordan Walker,St. Louis Cardinals,,
Major League Material Autographs,MLMA-KB,Kris Bryant,Colorado Rockies,,
Major League Material Autographs,MLMA-KS,Kyle Schwarber,Philadelphia Phillies,,
Major League Material Autographs,MLMA-LC,Luis Castillo,Seattle Mariners,,
Major League Material Autographs,MLMA-MC,Matt Chapman,Toronto Blue Jays,,
Major League Material Autographs,MLMA-MH,Michael Harris II,Atlanta Braves,,
Major League Material Autographs,MLMA-MO,Matt Olson,Atlanta Braves,,
Major League Material Autographs,MLMA-OA,Ozzie Albies,Atlanta Braves,,
Major League Material Autographs,MLMA-OC,Oscar Colás,Chicago White Sox,,
Major League Material Autographs,MLMA-OP,Oswald Peraza,New York Yankees,,
Major League Material Autographs,MLMA-PF,Prince Fielder,Milwaukee Brewers,,
Major League Material Autographs,MLMA-RAJ,Ronald Acuña Jr.,Atlanta Braves,,
Major League Material Autographs,MLMA-RG,Riley Greene,Detroit Tigers,,
Major League Material Autographs,MLMA-RM,Ryan Mountcastle,Baltimore Orioles,,
Major League Material Autographs,MLMA-SA,Sandy Alcantara,Miami Marlins,,
Major League Material Autographs,MLMA-SM,Starling Marte,New York Mets,,
Major League Material Autographs,MLMA-TG,Tony Gonsolin,Los Angeles Dodgers,,
Major League Material Autographs,MLMA-TM,Triston McKenzie,Cleveland Guardians,,
Major League Material Autographs,MLMA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
MLB First Stitch Patch,FSP-AB,José Abreu,Houston Astros,,
MLB First Stitch Patch,FSP-ABE,Andrew Benintendi,Chicago White Sox,,
MLB First Stitch Patch,FSP-AVO,Anthony Volpe,New York Yankees,,
MLB First Stitch Patch,FSP-CBE,Cody Bellinger,Chicago Cubs,,
MLB First Stitch Patch,FSP-CRO,Carlos Rodón,New York Yankees,,
MLB First Stitch Patch,FSP-DSW,Dansby Swanson,Chicago Cubs,,
MLB First Stitch Patch,FSP-JDE,Jacob deGrom,Texas Rangers,,
MLB First Stitch Patch,FSP-JVE,Justin Verlander,New York Mets,,
MLB First Stitch Patch,FSP-JW,Jordan Walker,St. Louis Cardinals,,
MLB First Stitch Patch,FSP-TTU,Trea Turner,Philadelphia Phillies,,
MLB First Stitch Patch,FSP-WCO,Willson Contreras,St. Louis Cardinals,,
MLB First Stitch Patch,FSP-XBO,Xander Bogaerts,San Diego Padres,,
MLB First Stitch Patch Autographs,FSAP-AVO,Anthony Volpe,New York Yankees,/5,
MLB First Stitch Patch Autographs,FSAP-CB,Cody Bellinger,Chicago Cubs,/5,
MLB First Stitch Patch Autographs,FSAP-JA,José Abreu,Houston Astros,/5,
MLB First Stitch Patch Autographs,FSAP-JW,Jordan Walker,St. Louis Cardinals,/5,
MLB First Stitch Patch Autographs,FSAP-TT,Trea Turner,Philadelphia Phillies,/5,
MLB First Stitch Patch Autographs,FSAP-WC,Willson Contreras,St. Louis Cardinals,/5,
MLB First Stitch Patch Autographs,FSAP-XB,Xander Bogaerts,San Diego Padres,/5,
MVP Medallions,MVP-AJ,Aaron Judge,New York Yankees,,
MVP Medallions,MVP-AP,Albert Pujols,St. Louis Cardinals,,
MVP Medallions,MVP-BH,Bryce Harper,Philadelphia Phillies,,
MVP Medallions,MVP-BR,Babe Ruth,New York Yankees,,
MVP Medallions,MVP-CK,Clayton Kershaw,Los Angeles Dodgers,,
MVP Medallions,MVP-CR,Cal Ripken Jr.,Baltimore Orioles,,
MVP Medallions,MVP-DM,Dale Murphy,Atlanta Braves,,
MVP Medallions,MVP-DMA,Don Mattingly,New York Yankees,,
MVP Medallions,MVP-HA,Hank Aaron,Milwaukee Braves,,
MVP Medallions,MVP-IS,Ichiro,Seattle Mariners,,
MVP Medallions,MVP-JB,Johnny Bench,Cincinnati Reds,,
MVP Medallions,MVP-JR,Jackie Robinson,Brooklyn Dodgers,,
MVP Medallions,MVP-KG,Ken Griffey Jr.,Seattle Mariners,,
MVP Medallions,MVP-LG,Lou Gehrig,New York Yankees,,
MVP Medallions,MVP-MT,Mike Trout,Los Angeles Angels,,
MVP Medallions,MVP-PG,Paul Goldschmidt,St. Louis Cardinals,,
MVP Medallions,MVP-RC,Roberto Clemente,Pittsburgh Pirates,,
MVP Medallions,MVP-RCA,Roy Campanella,Brooklyn Dodgers,,
MVP Medallions,MVP-RH,Rickey Henderson,Oakland Athletics,,
MVP Medallions,MVP-RS,Ryne Sandberg,Chicago Cubs,,
MVP Medallions,MVP-SM,Stan Musial,St. Louis Cardinals,,
MVP Medallions,MVP-SO,Shohei Ohtani,Los Angeles Angels,,
MVP Medallions,MVP-TM,Thurman Munson,New York Yankees,,
MVP Medallions,MVP-TW,Ted Williams,Boston Red Sox,,
MVP Medallions,MVP-WM,Willie Mays,San Francisco Giants,,
MVP Medallions Autographs,MVP-AJ,Aaron Judge,New York Yankees,,
MVP Medallions Autographs,MVP-AP,Albert Pujols,St. Louis Cardinals,,
MVP Medallions Autographs,MVP-BH,Bryce Harper,Philadelphia Phillies,,
MVP Medallions Autographs,MVP-DM,Dale Murphy,Atlanta Braves,,
MVP Medallions Autographs,MVP-DMA,Don Mattingly,New York Yankees,,
MVP Medallions Autographs,MVP-IS,Ichiro Suzuki,Seattle Mariners,,
MVP Medallions Autographs,MVP-JB,Johnny Bench,Cincinnati Reds,,
MVP Medallions Autographs,MVP-PG,Paul Goldschmidt,St. Louis Cardinals,,
MVP Medallions Autographs,MVP-RS,Ryne Sandberg,Chicago Cubs,,
MVP Medallions Autographs,MVP-SO,Shohei Ohtani,Los Angeles Angels,,
Oversized All-Star Game Red Carpet Redemptions,Ronald,Acuna Jr.,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Ozzie,Albies,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Pete,Alonso,New York Mets,,
Oversized All-Star Game Red Carpet Redemptions,Yordan,Alvarez,Houston Astros,,
Oversized All-Star Game Red Carpet Redemptions,Orlando,Arcia,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Nolan,Arenado,St. Louis Cardinals,,
Oversized All-Star Game Red Carpet Redemptions,Randy,Arozarena,Tampa Bay Rays,,
Oversized All-Star Game Red Carpet Redemptions,Luis,Arraez,Miami Marlins,,
